temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield,yield_category
27.57,71.64,595.6,18.55,128.1,20.49,9.46,214.1,490.9,167.4,194.8,28.6,74.3,7.77,9.41,25.37,maize,NPK,230.6,1,5.76,Medium
20.06,73.43,725.4,17.97,150.7,24.08,5.09,262.3,311.9,186.2,151.7,73.8,49.4,6.51,26.76,35.17,pulses,NPK,131.3,0,4.64,Medium
29.54,68.8,667.7,21.17,133.0,23.85,8.02,164.6,476.9,255.8,169.4,63.9,44.3,5.72,14.84,34.54,soybean,NPK,151.3,2,7.27,High
23.51,60.2,1050.5,24.45,138.6,18.17,1.98,255.0,490.4,197.1,131.7,49.0,52.3,5.77,20.99,24.87,soybean,NPK,175.6,1,6.03,Medium
25.55,65.04,684.0,17.36,125.7,31.68,11.65,221.4,280.7,198.5,190.1,58.9,68.5,5.9,21.17,26.23,maize,urea,142.9,1,4.77,Medium
27.49,72.54,1088.2,23.48,127.0,25.79,7.48,270.2,616.2,231.3,174.1,71.8,110.5,7.24,25.4,31.16,maize,NPK,163.7,0,6.44,Medium
28.98,72.74,555.2,22.63,124.1,26.75,7.14,344.9,333.3,195.9,186.4,29.7,106.4,7.24,18.31,21.17,cotton,DAP,222.1,0,6.32,Medium
28.78,73.59,1127.9,17.52,152.2,31.1,11.06,154.6,557.8,350.1,215.2,43.7,98.4,6.64,10.92,24.41,fallow,urea,116.2,2,6.93,High
20.66,56.66,567.7,19.26,155.5,29.54,5.1,175.8,377.7,278.8,211.5,34.9,45.3,7.04,16.84,20.27,wheat,NPK,248.4,3,5.82,Medium
24.73,60.65,1118.7,19.37,150.1,12.83,0.02,191.1,493.8,224.7,96.5,68.0,105.8,6.01,11.75,27.82,soybean,NPK,118.1,1,5.12,Medium
26.83,63.03,1152.1,23.02,125.0,30.15,0.52,173.5,289.4,314.4,188.5,33.8,73.4,5.69,26.09,28.7,soybean,DAP,172.9,1,7.6,High
28.24,68.29,549.9,20.68,124.5,20.0,8.6,196.8,381.4,196.1,120.0,84.9,113.4,7.77,22.3,34.27,cotton,urea,225.4,0,6.14,Medium
22.18,62.0,767.5,17.51,123.8,21.81,5.72,156.6,337.8,272.6,116.4,79.9,53.1,6.92,14.62,20.26,cotton,DAP,157.1,1,4.88,Medium
20.53,77.59,1183.2,19.15,131.2,22.41,11.37,214.2,594.6,389.6,168.3,69.0,108.0,5.63,8.47,34.44,pulses,none,108.8,0,4.44,Medium
20.33,69.61,599.1,24.09,123.3,23.38,8.4,268.2,539.3,324.9,150.8,27.9,90.7,5.9,13.98,23.56,maize,organic,269.4,1,4.63,Medium
24.95,76.74,551.9,22.18,146.8,23.53,0.93,313.4,374.3,225.1,104.0,32.4,92.9,6.41,24.68,32.06,cotton,organic,265.5,1,5.84,Medium
28.69,66.66,727.4,23.3,139.0,23.87,7.99,231.0,466.1,392.7,132.8,52.2,93.3,7.06,22.12,31.91,fallow,DAP,186.8,1,6.76,High
24.31,82.95,961.4,24.04,157.9,14.67,3.13,291.9,448.7,164.6,208.7,32.1,38.0,7.79,15.59,29.41,wheat,urea,246.5,0,7.14,High
22.74,70.7,947.5,24.65,157.3,22.92,6.22,265.1,610.6,207.0,138.6,38.6,76.5,7.33,19.28,34.6,maize,DAP,292.4,0,6.78,High
29.9,70.37,828.3,20.51,132.8,27.19,4.75,271.5,587.7,316.2,134.6,49.0,46.4,6.56,22.43,26.22,maize,urea,195.3,2,5.95,Medium
20.18,78.2,538.5,20.81,148.4,13.01,7.26,278.8,610.3,157.8,125.3,74.8,48.7,7.47,6.52,19.0,cotton,organic,139.0,2,5.08,Medium
28.41,69.75,505.8,21.64,131.4,21.46,6.19,304.5,488.3,152.8,153.4,47.5,60.5,5.67,15.95,32.06,maize,urea,103.9,2,4.86,Medium
21.48,75.14,1193.4,18.0,123.8,18.32,5.78,333.6,550.2,175.5,130.4,79.3,67.3,5.77,6.12,29.16,cotton,NPK,168.4,0,4.59,Medium
30.04,74.59,671.4,20.27,141.5,24.97,8.33,164.5,368.8,203.7,67.6,41.1,100.6,5.77,19.77,21.13,cotton,none,174.4,1,5.21,Medium
24.79,63.02,1197.7,18.43,143.5,22.29,5.58,344.5,445.7,393.2,68.6,38.6,104.1,6.39,19.32,20.22,wheat,organic,298.6,0,5.7,Medium
31.97,76.97,871.0,19.84,136.3,30.41,4.56,248.9,508.9,290.0,141.7,73.6,115.5,6.1,10.65,28.77,wheat,NPK,143.0,0,5.55,Medium
26.83,71.91,1015.1,20.25,134.8,29.38,9.77,281.2,528.3,210.5,175.1,42.0,79.5,7.42,6.88,32.77,fallow,NPK,181.9,0,6.23,Medium
26.58,75.47,610.5,23.63,154.3,21.58,6.05,271.1,626.2,344.0,173.5,45.9,118.5,6.18,12.92,24.89,soybean,urea,291.3,0,6.73,High
27.12,63.17,533.2,17.85,136.2,29.07,1.23,371.3,319.5,249.5,160.7,77.4,79.1,6.48,21.44,33.92,soybean,urea,162.8,1,5.98,Medium
22.81,84.24,547.2,21.72,128.5,23.61,5.13,166.5,412.8,306.5,83.8,74.3,97.7,6.6,13.37,18.4,wheat,NPK,198.2,1,4.91,Medium
26.37,60.35,810.1,22.34,154.1,20.94,11.69,229.6,350.3,210.3,189.9,76.1,87.2,7.2,27.57,35.7,maize,urea,258.5,2,6.39,Medium
31.19,59.12,506.4,24.42,121.4,28.41,1.2,325.8,463.7,284.3,73.2,56.5,114.0,7.77,22.4,35.4,pulses,NPK,182.3,0,6.88,High
28.0,70.76,856.0,19.23,148.7,19.25,7.07,290.4,286.0,286.5,71.3,57.7,41.0,6.24,16.77,20.4,maize,NPK,225.9,0,5.14,Medium
20.92,59.18,1102.8,18.72,127.9,15.24,8.75,325.9,540.7,211.6,88.7,67.1,88.9,5.54,11.44,27.97,wheat,urea,182.6,3,5.3,Medium
25.27,72.19,1167.9,20.8,133.5,23.96,2.96,329.1,598.2,217.3,211.9,55.8,54.1,7.28,9.84,26.46,maize,urea,236.3,0,6.28,Medium
27.63,73.71,855.9,18.1,144.6,18.83,2.39,327.4,587.8,362.4,153.4,41.7,107.5,6.29,18.39,23.91,maize,urea,196.0,0,5.37,Medium
20.84,72.59,723.6,24.84,137.7,14.98,6.51,216.5,552.2,320.6,136.3,53.4,63.5,6.99,25.89,27.2,pulses,organic,115.8,1,5.53,Medium
25.91,83.31,975.8,19.88,152.9,31.0,11.17,355.2,280.6,315.3,81.8,42.9,78.9,5.99,7.69,29.22,cotton,urea,219.9,0,5.68,Medium
26.95,70.66,787.6,17.89,127.1,22.54,11.74,182.5,633.6,267.4,158.8,68.0,81.2,6.36,19.38,33.79,cotton,DAP,188.6,0,5.51,Medium
25.07,76.4,846.9,17.89,157.8,13.37,6.27,333.4,516.4,280.9,153.8,69.6,36.7,6.91,19.06,24.69,maize,NPK,278.9,0,5.37,Medium
25.16,61.84,556.7,21.22,140.3,12.87,6.68,355.6,451.3,368.5,169.2,67.1,96.9,5.98,21.0,20.05,wheat,none,171.7,0,4.77,Medium
31.99,72.91,722.5,17.5,152.1,16.48,3.73,199.9,524.5,221.1,171.5,28.3,101.8,5.8,8.03,24.73,maize,DAP,134.4,2,5.18,Medium
24.34,57.07,715.0,23.93,135.3,20.87,9.9,155.6,383.0,214.9,116.3,30.7,124.1,6.42,7.1,29.73,wheat,none,196.4,1,4.59,Medium
29.56,73.71,573.6,17.66,130.5,16.69,3.93,242.7,291.3,170.2,109.3,82.1,45.3,6.0,22.27,32.48,wheat,urea,263.5,1,5.41,Medium
21.84,75.51,785.9,17.34,148.2,17.29,7.82,229.6,353.8,247.3,69.5,39.2,109.4,6.05,13.51,35.06,pulses,NPK,227.8,0,4.85,Medium
26.33,66.21,855.8,23.88,140.0,19.1,4.62,349.1,346.0,248.6,203.0,49.9,81.3,6.39,23.26,28.75,wheat,urea,194.6,0,5.83,Medium
21.79,65.9,1040.8,23.34,124.0,21.14,1.08,367.9,534.5,294.8,159.1,41.5,67.8,6.91,16.22,22.63,soybean,NPK,270.0,0,6.29,Medium
30.19,60.73,1149.1,21.58,121.9,29.29,8.6,324.4,532.3,303.6,113.8,44.2,40.9,6.28,10.8,19.89,maize,urea,234.6,3,6.07,Medium
21.69,84.81,1011.0,23.85,154.1,23.66,1.16,215.6,556.5,362.3,108.9,30.0,71.5,6.46,14.32,23.44,maize,DAP,241.1,1,5.65,Medium
24.19,66.83,971.0,17.53,154.8,12.98,10.33,179.2,295.8,155.9,167.6,71.1,43.6,6.88,20.0,21.72,maize,organic,167.4,0,5.32,Medium
29.27,68.19,1125.2,24.33,136.9,14.65,0.7,356.2,395.3,250.5,126.2,29.5,72.4,6.88,14.49,35.34,cotton,organic,117.8,0,6.19,Medium
30.06,84.09,824.1,18.33,153.4,23.32,0.4,175.4,453.0,193.4,163.0,46.9,91.5,5.79,6.41,24.7,maize,NPK,267.8,1,6.21,Medium
26.38,71.77,1165.9,23.38,156.5,13.62,7.4,255.1,345.8,202.1,93.0,80.2,88.7,5.86,7.63,29.28,soybean,organic,121.0,2,6.48,Medium
24.25,84.38,896.8,21.47,137.6,23.43,3.91,229.1,519.7,340.4,141.1,78.0,57.8,7.02,11.32,37.84,pulses,NPK,154.4,0,5.32,Medium
24.97,70.4,793.1,21.5,155.1,13.44,11.48,254.4,340.1,208.3,114.7,63.0,64.4,5.82,17.81,30.86,wheat,organic,263.2,0,6.82,High
28.99,64.64,777.4,18.07,129.3,18.22,3.47,321.9,453.0,369.0,85.8,62.8,114.4,7.72,22.83,24.7,soybean,organic,225.2,0,5.41,Medium
29.14,77.05,1075.6,17.92,157.5,30.36,6.92,275.2,514.5,186.3,203.1,26.8,48.6,6.22,8.36,22.46,pulses,NPK,137.4,1,6.59,High
24.95,60.78,1113.8,18.67,145.3,15.11,4.09,364.5,619.2,375.6,171.7,55.9,45.8,6.06,8.91,29.87,pulses,urea,113.3,0,5.38,Medium
25.6,57.26,778.8,17.62,135.3,20.53,1.22,200.0,535.0,227.1,135.2,65.1,119.6,7.72,6.92,34.19,soybean,NPK,206.4,0,5.71,Medium
25.76,64.86,1155.0,24.09,124.0,17.99,1.68,290.0,311.1,161.3,187.2,68.5,86.8,5.96,23.18,20.84,pulses,urea,203.3,0,6.3,Medium
20.34,77.58,1087.6,23.36,151.4,14.41,11.22,329.9,484.9,388.2,120.1,48.6,73.4,7.59,21.5,25.23,wheat,DAP,219.2,1,6.18,Medium
25.98,75.71,777.4,24.1,142.1,14.21,1.67,165.3,460.5,337.7,98.1,69.3,107.0,6.5,17.53,30.77,cotton,urea,244.5,1,6.67,High
26.21,60.35,760.5,20.15,124.9,31.78,0.35,195.1,523.0,353.7,203.1,44.1,103.1,6.24,24.89,29.03,cotton,NPK,231.1,1,7.43,High
27.93,84.02,889.4,17.58,130.9,12.15,7.41,303.7,467.7,302.1,180.6,59.7,60.8,5.63,15.66,24.41,maize,none,131.1,0,4.41,Medium
24.38,59.03,1147.6,22.43,157.2,27.66,11.72,366.3,590.4,216.5,200.2,44.8,67.0,7.68,19.71,24.78,soybean,DAP,210.3,0,7.61,High
27.83,55.15,500.3,21.34,124.6,18.12,5.33,164.1,431.0,350.7,196.3,60.0,69.3,7.59,16.87,32.51,wheat,DAP,184.2,0,6.43,Medium
31.64,77.74,652.3,17.22,152.4,25.56,8.17,273.0,642.2,320.3,83.3,65.3,36.6,7.38,19.05,22.11,maize,urea,148.1,2,6.19,Medium
20.68,72.53,691.2,20.56,150.4,18.74,6.98,360.8,447.4,315.0,86.0,56.2,79.0,6.02,26.28,29.93,maize,urea,247.8,1,4.92,Medium
22.29,80.96,857.9,18.8,122.2,16.37,2.1,274.7,622.6,352.7,197.3,47.2,85.5,7.16,23.82,28.74,maize,urea,111.7,1,5.82,Medium
26.69,66.47,603.6,18.12,127.4,13.03,2.43,182.6,553.0,163.5,76.8,79.2,48.0,7.27,17.45,36.1,wheat,DAP,195.1,2,5.25,Medium
31.1,61.56,822.1,21.71,122.8,18.12,3.9,257.0,419.1,293.9,104.1,31.8,124.7,6.18,18.31,32.64,pulses,NPK,193.2,0,6.01,Medium
26.93,61.58,761.2,22.72,133.7,24.18,6.49,268.9,627.3,193.9,111.9,59.4,67.8,7.17,10.18,36.56,wheat,NPK,142.7,1,5.02,Medium
23.65,83.68,903.8,18.51,132.2,21.01,11.24,252.6,337.9,225.4,179.5,47.4,72.7,7.27,20.57,33.87,soybean,DAP,169.2,0,5.8,Medium
21.82,72.35,650.2,20.58,129.1,24.72,1.54,245.4,577.4,357.0,170.8,30.5,119.8,5.62,24.73,22.94,wheat,urea,169.2,0,6.05,Medium
25.64,60.34,838.2,21.7,147.0,22.39,2.2,172.1,314.0,223.2,61.6,37.8,46.8,7.55,17.46,23.75,maize,DAP,214.0,0,4.5,Medium
20.87,77.81,566.5,22.66,148.4,29.37,11.38,322.3,421.2,342.3,159.4,37.2,50.1,5.85,16.08,21.14,wheat,NPK,121.2,1,5.1,Medium
31.84,71.55,678.7,24.15,129.2,24.58,1.33,181.2,413.3,354.5,76.7,36.4,108.6,6.36,15.42,19.26,maize,none,230.7,2,5.1,Medium
21.69,59.93,1051.0,24.81,153.4,19.87,3.13,169.3,375.0,338.4,155.1,53.7,69.0,6.32,20.14,37.72,soybean,NPK,117.6,0,5.8,Medium
21.78,68.79,627.0,21.11,122.5,29.47,1.26,304.2,353.8,304.7,149.4,69.3,53.9,6.79,23.08,23.25,pulses,urea,212.3,0,5.43,Medium
28.5,66.4,803.9,19.79,124.0,30.88,8.33,267.6,348.6,291.2,119.7,77.5,59.0,7.29,21.32,26.75,cotton,DAP,123.5,0,5.88,Medium
25.2,56.32,1100.2,19.21,134.5,16.59,11.51,255.4,435.9,347.1,87.7,50.9,74.1,7.69,9.61,37.87,maize,none,203.6,2,4.81,Medium
31.82,61.56,1103.0,22.08,131.3,30.56,1.78,202.5,526.0,340.2,134.5,83.6,81.1,6.78,19.77,31.26,cotton,DAP,121.7,0,6.11,Medium
27.45,70.73,679.3,18.35,121.6,30.94,9.23,198.7,578.9,161.2,92.8,68.3,65.3,7.23,12.76,22.88,wheat,NPK,140.0,2,5.67,Medium
28.92,67.7,1107.9,17.35,128.5,20.31,8.07,214.8,384.7,224.3,172.6,55.5,102.4,7.47,24.71,27.42,maize,DAP,110.5,1,5.77,Medium
25.51,82.24,898.5,21.11,121.7,14.37,1.62,151.9,287.5,206.5,122.0,77.5,102.0,6.54,15.79,21.59,maize,none,147.8,0,4.22,Medium
28.02,79.36,929.7,23.64,130.9,20.98,1.48,277.5,449.9,229.5,60.8,68.0,38.8,6.76,15.61,19.51,fallow,DAP,199.1,0,5.75,Medium
24.58,62.59,668.0,19.56,143.7,13.37,11.84,204.4,421.1,258.5,151.0,30.1,73.8,7.46,20.03,30.51,cotton,urea,154.8,0,4.7,Medium
30.77,57.8,756.8,21.4,145.7,30.98,9.55,296.8,612.8,197.1,150.9,48.5,55.4,6.17,6.53,18.37,fallow,NPK,142.3,1,5.3,Medium
29.91,58.07,721.9,23.83,154.5,25.1,2.4,254.7,484.3,368.4,132.6,61.4,89.7,5.83,10.56,22.34,fallow,NPK,135.1,0,5.32,Medium
21.42,67.87,927.2,17.56,133.7,20.59,9.58,274.9,505.5,341.7,115.4,36.5,122.6,6.08,24.31,22.73,soybean,DAP,159.4,1,5.89,Medium
24.05,66.35,855.2,20.1,157.1,18.26,7.54,219.4,453.2,176.7,109.1,44.3,115.1,7.18,26.76,27.04,wheat,urea,208.0,1,5.65,Medium
31.04,78.2,849.2,18.86,120.8,13.3,6.89,377.8,593.1,369.1,159.5,67.7,37.4,7.36,19.38,21.58,maize,NPK,176.2,0,5.96,Medium
28.36,58.63,1048.0,18.17,128.5,25.03,4.08,366.6,568.2,337.1,109.3,77.3,82.3,5.94,11.33,37.23,maize,organic,160.8,1,5.14,Medium
26.32,84.36,971.9,17.64,120.0,24.28,8.36,193.5,466.3,162.9,62.5,41.5,96.0,6.38,15.68,19.75,maize,organic,125.0,1,4.61,Medium
21.99,82.34,725.5,17.41,146.9,17.38,2.16,292.0,442.7,285.2,128.8,31.4,110.2,6.45,27.8,23.71,pulses,DAP,200.5,0,4.98,Medium
27.12,69.85,1165.2,23.13,137.6,27.78,10.49,163.6,434.7,205.9,219.2,77.0,51.4,6.63,26.5,25.72,pulses,urea,249.9,0,6.92,High
30.55,57.65,854.6,24.71,151.2,31.56,9.8,237.1,627.5,198.1,180.6,72.9,75.8,7.41,18.58,20.1,wheat,NPK,101.4,0,6.5,High
30.87,56.6,1141.5,18.63,125.3,14.78,2.46,156.5,362.3,349.8,197.0,71.5,54.5,7.73,16.1,21.52,pulses,NPK,200.4,1,7.56,High
30.23,81.16,551.7,17.01,149.3,27.13,10.16,327.6,546.8,318.6,157.0,53.2,114.8,7.06,21.48,29.23,soybean,NPK,119.0,0,6.23,Medium
23.84,58.49,736.1,19.99,132.4,21.51,11.24,318.7,396.8,193.7,62.7,72.7,74.2,6.68,24.59,18.59,soybean,none,101.2,2,4.32,Medium
27.9,82.79,853.1,24.31,131.0,14.27,6.96,220.1,343.6,315.3,84.0,31.7,91.1,6.73,24.06,22.15,wheat,NPK,136.3,1,6.22,Medium
30.21,66.01,941.2,20.62,125.0,27.86,3.96,266.7,608.0,266.6,146.7,27.5,98.4,6.8,7.99,22.76,wheat,NPK,158.7,1,5.63,Medium
20.07,68.92,658.9,19.51,125.3,26.76,6.39,335.6,644.0,252.0,186.5,26.4,109.4,6.16,27.06,25.4,wheat,DAP,181.3,2,6.64,High
25.65,56.32,854.6,24.99,148.3,29.11,2.63,150.4,414.1,250.1,208.9,68.4,90.9,6.78,14.22,33.61,soybean,urea,252.2,0,7.24,High
28.25,81.16,880.1,17.07,122.8,13.26,11.38,197.6,363.7,381.2,197.3,80.8,96.0,6.32,17.43,37.8,wheat,organic,209.2,0,6.56,High
30.3,70.85,858.8,18.86,150.2,13.94,5.55,373.3,613.3,352.0,124.9,58.8,114.5,6.92,6.6,23.79,maize,urea,115.8,1,4.52,Medium
29.36,61.75,895.1,22.55,122.8,12.38,7.79,223.1,546.9,178.6,187.9,66.6,112.4,5.67,19.97,18.27,cotton,organic,299.2,0,7.39,High
20.01,74.29,614.0,24.47,151.7,18.87,2.31,275.6,527.7,315.2,169.2,61.9,85.9,5.59,14.62,27.31,fallow,NPK,253.7,1,5.69,Medium
26.69,66.52,543.0,22.3,139.6,27.57,6.32,348.6,433.6,226.1,111.2,31.8,37.6,7.59,12.65,22.91,wheat,none,208.2,1,5.57,Medium
29.48,78.1,1049.6,19.76,136.1,21.76,7.21,276.7,473.1,172.7,140.8,57.4,74.6,7.3,19.73,18.2,soybean,NPK,275.4,0,6.66,High
25.41,63.2,927.3,23.87,135.2,12.34,4.96,205.3,329.6,365.4,190.2,26.1,48.4,6.01,14.92,24.63,soybean,NPK,285.5,1,7.48,High
20.56,60.33,889.7,18.26,125.1,15.54,11.95,185.4,301.6,246.4,95.2,79.8,102.5,6.42,12.28,26.64,cotton,DAP,140.9,0,5.03,Medium
31.31,69.16,653.0,24.69,133.4,20.92,9.03,303.8,471.7,244.1,64.4,73.6,71.0,5.96,10.93,35.7,maize,none,230.3,1,4.27,Medium
25.48,73.92,562.5,24.78,130.5,17.33,10.67,177.2,480.4,223.1,154.8,81.3,36.0,7.23,11.06,20.48,wheat,none,242.6,0,5.57,Medium
29.59,55.88,596.3,18.13,132.6,12.24,6.09,337.3,536.0,175.1,124.6,44.0,81.3,6.48,7.03,22.14,fallow,NPK,239.7,3,5.82,Medium
29.91,55.09,530.5,23.58,121.1,18.77,1.82,297.2,471.9,180.8,166.2,67.8,117.5,5.62,22.99,24.79,soybean,NPK,189.4,1,6.59,High
23.12,57.8,859.4,19.57,157.5,21.58,0.52,371.7,555.6,271.4,216.3,32.1,114.6,6.16,16.43,26.73,wheat,NPK,291.4,1,6.42,Medium
25.96,55.27,1164.3,18.69,145.5,23.66,8.25,340.8,522.1,388.3,66.9,74.5,121.3,6.16,25.66,31.17,wheat,organic,184.3,0,5.71,Medium
22.67,84.01,974.6,19.29,143.4,17.09,2.66,254.6,448.5,394.2,74.1,51.3,90.2,6.31,26.39,36.43,pulses,urea,209.6,1,6.12,Medium
30.12,84.91,996.9,18.93,147.3,18.24,10.2,284.2,604.4,215.4,109.3,59.6,47.8,6.05,6.45,18.55,soybean,organic,253.9,0,5.76,Medium
25.75,68.75,573.9,19.95,148.5,25.78,5.32,165.0,428.3,159.4,89.2,47.1,88.6,5.87,17.69,29.48,pulses,organic,277.7,1,5.36,Medium
31.67,75.56,1099.0,24.29,127.2,13.0,3.28,186.2,593.0,303.3,77.2,61.5,74.4,6.75,26.23,35.08,wheat,urea,212.2,0,6.93,High
30.64,75.7,813.3,18.19,149.0,29.34,10.32,217.6,548.0,157.1,107.4,37.5,110.5,7.23,27.11,28.59,soybean,organic,181.5,1,6.22,Medium
20.52,56.96,727.6,18.19,136.0,25.54,10.24,257.5,365.0,383.0,204.4,26.2,47.4,5.89,7.24,23.27,maize,NPK,101.5,1,3.55,Low
29.04,62.68,1190.1,23.43,133.4,14.24,5.99,342.1,561.7,374.8,166.1,49.3,89.6,7.24,17.43,29.23,soybean,urea,223.0,1,8.39,High
30.31,79.75,588.3,23.27,152.6,27.98,7.59,290.1,397.0,331.9,136.9,29.5,76.1,7.55,12.05,33.16,maize,DAP,245.6,1,6.56,High
20.67,73.11,1022.4,21.0,128.1,14.99,1.69,165.4,402.3,346.8,206.8,69.6,97.6,5.71,27.67,23.83,pulses,organic,197.6,0,7.02,High
29.34,76.7,616.8,21.94,121.3,18.42,11.94,286.8,616.2,384.9,110.3,31.1,77.3,6.45,7.39,34.84,soybean,NPK,139.9,1,5.8,Medium
25.13,60.11,798.2,17.54,139.7,25.76,6.14,282.3,459.8,397.4,145.5,33.7,79.4,6.21,8.86,28.51,cotton,urea,207.5,0,4.57,Medium
25.95,64.24,1162.9,19.76,143.2,27.29,3.25,168.3,415.3,370.5,90.2,49.0,75.6,7.45,25.12,27.69,cotton,urea,132.9,3,5.63,Medium
31.44,56.08,689.5,23.46,145.8,22.24,4.51,367.5,473.1,252.1,181.4,63.8,123.1,5.63,21.13,31.7,soybean,NPK,221.4,1,7.17,High
24.58,80.79,601.9,22.65,148.9,27.42,7.58,191.1,365.3,192.0,199.9,78.8,89.4,5.97,11.9,18.39,maize,NPK,249.6,0,6.52,High
29.07,55.33,819.6,23.99,128.6,14.37,8.41,152.1,623.8,161.8,68.5,65.4,92.4,6.05,20.57,20.25,maize,NPK,243.5,0,5.28,Medium
29.57,56.69,821.9,19.02,153.8,31.3,9.24,271.7,489.1,320.3,120.2,42.7,76.8,5.6,21.09,29.19,wheat,none,241.0,0,5.65,Medium
20.48,74.65,877.7,21.56,155.2,29.72,5.38,263.9,319.6,259.1,201.8,52.8,112.7,6.25,14.65,36.36,maize,organic,203.2,0,5.6,Medium
20.72,84.56,647.2,21.34,126.1,20.08,0.13,227.9,348.7,183.4,124.3,59.4,98.4,7.17,17.84,25.3,cotton,organic,103.0,0,4.7,Medium
28.54,78.36,1052.7,22.09,133.9,12.51,2.48,333.9,640.1,258.1,62.4,76.7,97.7,6.86,16.5,26.38,cotton,urea,110.6,3,6.52,High
25.03,59.81,1016.6,17.95,155.9,18.43,0.26,177.6,326.6,204.3,84.1,83.1,111.6,7.11,19.93,27.22,maize,urea,272.9,0,5.68,Medium
26.08,67.7,832.7,21.44,156.3,24.46,0.71,176.7,596.2,161.9,159.2,37.1,70.3,7.4,13.34,31.22,soybean,urea,258.7,0,7.21,High
30.94,55.28,780.8,19.94,150.7,21.72,5.31,256.6,546.5,209.0,104.2,25.1,43.3,7.24,8.68,33.76,wheat,urea,267.1,0,6.42,Medium
30.27,81.23,718.2,24.59,138.4,23.43,7.34,321.1,605.5,245.8,154.0,37.3,52.0,5.64,18.03,26.45,soybean,organic,222.9,1,6.47,Medium
30.63,75.23,1090.9,17.13,140.9,24.44,3.77,297.1,315.6,292.5,66.8,60.1,78.4,6.36,19.99,24.02,maize,none,141.0,1,5.34,Medium
23.3,72.32,845.2,18.25,153.4,18.69,5.84,236.2,554.2,260.7,95.5,75.9,76.9,6.83,25.37,34.04,maize,none,228.5,0,4.64,Medium
23.32,60.36,815.7,18.06,154.6,23.68,9.08,188.6,474.3,240.8,194.2,57.7,73.7,7.79,26.2,24.62,maize,organic,203.7,0,5.62,Medium
22.61,69.1,931.1,17.93,146.6,29.95,6.26,367.4,490.0,276.0,89.5,83.8,104.7,7.12,20.15,20.03,maize,NPK,110.2,2,4.52,Medium
27.95,57.53,968.8,24.01,144.8,23.31,11.37,316.1,585.8,386.0,193.3,33.1,62.0,6.16,16.39,20.44,maize,urea,188.8,0,5.14,Medium
20.17,79.85,559.0,18.05,134.8,20.01,10.81,199.4,494.6,161.1,131.3,43.4,54.4,7.06,22.09,25.27,wheat,NPK,238.1,2,5.64,Medium
21.94,78.24,1067.5,20.25,155.4,27.41,0.85,354.5,410.2,258.1,181.6,48.7,96.8,6.21,24.58,31.0,cotton,organic,154.6,1,6.18,Medium
21.15,61.22,520.0,18.69,156.4,12.82,3.68,300.6,536.8,292.7,190.1,68.8,106.2,7.8,20.79,34.52,wheat,DAP,229.2,0,6.31,Medium
28.0,77.65,1074.5,20.53,127.8,19.1,10.74,319.6,384.3,236.8,149.8,45.8,47.7,6.59,22.93,19.12,wheat,urea,249.5,1,6.92,High
24.16,72.04,596.2,17.19,155.7,23.67,5.38,325.2,425.9,286.1,201.0,84.6,104.5,5.59,12.93,36.93,cotton,none,138.3,0,4.53,Medium
23.77,55.4,565.8,21.59,145.1,30.89,8.0,256.1,564.6,218.4,79.1,54.2,120.0,6.9,9.16,22.54,soybean,NPK,260.0,0,4.66,Medium
30.68,76.84,717.2,21.44,154.7,23.18,7.1,217.1,646.1,345.8,218.9,71.4,55.2,6.26,22.74,23.08,soybean,urea,203.9,1,7.7,High
25.27,80.09,633.8,21.2,124.7,19.01,1.47,167.1,368.1,313.1,85.4,84.2,99.9,5.53,9.89,25.46,soybean,organic,217.3,2,5.58,Medium
25.23,69.82,547.6,20.46,154.0,14.03,8.28,230.3,523.5,351.1,207.4,53.4,51.0,6.69,24.57,23.71,soybean,NPK,293.7,0,6.27,Medium
21.5,79.63,1174.8,17.79,131.5,14.93,10.91,302.2,502.7,192.2,110.5,74.0,71.8,7.73,12.11,36.69,wheat,organic,203.3,0,5.27,Medium
28.4,63.26,938.6,22.88,123.6,28.07,2.73,236.3,504.1,377.3,152.5,55.1,85.9,6.49,24.15,30.42,wheat,NPK,206.0,1,6.52,High
30.54,56.94,1005.6,21.54,153.3,31.06,5.71,257.6,462.0,274.6,147.3,62.9,58.6,6.34,26.24,29.13,cotton,urea,279.2,0,7.16,High
22.08,70.94,858.3,23.42,130.4,21.14,4.65,317.9,343.8,281.2,112.2,39.8,68.8,6.86,17.95,37.75,pulses,NPK,119.8,0,5.8,Medium
30.4,79.24,982.8,18.73,127.6,18.76,10.81,186.4,355.3,274.4,218.3,35.3,46.9,7.37,22.0,20.68,soybean,DAP,221.7,0,7.34,High
21.42,74.25,577.4,17.48,144.6,26.24,4.52,264.3,478.5,236.7,190.5,50.2,96.0,5.58,19.2,21.04,soybean,none,277.7,1,5.59,Medium
22.89,64.26,538.6,21.04,141.8,22.59,10.89,375.6,549.4,249.0,80.5,77.6,105.7,7.53,21.3,34.41,cotton,none,178.1,0,4.97,Medium
27.94,55.38,1097.0,23.07,144.6,27.04,5.98,377.2,346.9,359.5,146.8,32.9,111.7,6.13,22.32,30.86,maize,organic,284.0,0,6.22,Medium
