temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield
20.61,40.29,940.9,22.64,132.6,14.07,0.84,178.7,474.5,181.3,124.7,49.1,79.8,7.18,8.41,26.64,cotton,organic,102.5,0,1.95
28.86,52.92,660.1,19.1,123.9,25.38,2.13,172.5,377.9,185.7,118.6,25.2,62.6,7.58,12.05,30.72,soybean,none,122.3,2,2.61
30.16,67.76,949.1,21.55,127.1,18.51,0.79,244.9,626.4,181.3,127.8,70.6,62.9,7.1,20.48,18.38,sorghum,urea,78.7,3,3.42
20.25,84.15,455.7,17.6,159.5,21.31,9.39,366.0,621.0,356.6,71.0,63.1,109.1,6.8,5.61,17.17,fallow,urea,59.2,0,1.93
27.68,68.43,539.9,16.59,137.8,10.42,0.82,213.5,494.6,109.6,127.0,76.6,33.5,6.66,18.46,29.99,soybean,none,225.4,0,2.35
23.4,51.69,1084.6,16.6,141.3,10.69,12.55,324.9,419.4,122.8,86.4,61.6,118.9,8.03,21.33,21.1,sorghum,urea,52.4,0,2.29
29.68,68.53,581.7,15.7,154.9,18.92,7.68,129.0,555.2,182.2,77.6,76.4,89.8,6.16,23.65,34.03,sorghum,organic,62.3,2,2.01
22.62,64.3,1069.6,16.86,159.8,26.33,7.91,242.8,415.3,160.0,59.7,53.3,91.3,7.7,22.53,29.29,cotton,urea,211.0,2,2.88
30.36,75.09,623.4,21.64,143.3,27.7,8.42,397.5,394.4,169.6,164.4,56.0,33.4,7.77,11.39,21.54,cotton,NPK,106.4,0,2.73
25.8,44.81,914.3,23.82,152.5,11.73,2.56,331.1,592.2,339.4,114.1,78.6,84.5,6.76,16.73,20.79,soybean,urea,194.6,2,3.83
34.05,74.25,955.3,23.14,133.1,20.77,2.97,163.2,316.1,268.9,144.0,58.5,73.6,6.39,6.55,25.47,cotton,NPK,79.2,2,2.49
22.06,64.36,810.1,21.85,132.2,28.26,4.78,250.4,337.9,101.7,159.1,21.8,39.5,6.91,10.16,16.58,cotton,DAP,97.5,0,2.13
25.12,83.33,644.2,16.1,136.1,17.76,8.9,170.1,302.7,228.8,151.9,63.4,55.0,5.78,6.88,17.35,fallow,NPK,164.6,1,3.04
21.7,55.38,570.1,17.89,146.9,26.59,3.15,222.9,361.2,222.4,120.6,74.3,110.1,5.64,11.3,18.52,corn,NPK,247.7,1,2.55
33.87,68.47,426.6,18.1,147.3,12.67,1.74,334.0,327.6,134.2,108.2,67.7,79.5,5.83,22.5,30.49,soybean,organic,64.7,0,3.0
33.16,81.94,643.2,17.5,132.6,28.71,14.55,331.4,698.3,302.8,106.4,55.0,67.2,6.06,11.94,25.28,soybean,organic,130.1,1,3.24
23.87,44.61,922.5,20.15,125.3,25.03,0.33,168.4,415.5,310.6,146.0,60.3,36.5,7.01,16.24,15.21,soybean,organic,58.6,0,1.79
29.9,82.18,1150.6,20.36,145.3,28.83,12.04,376.7,359.7,316.3,124.2,79.4,94.3,8.05,13.67,28.47,cotton,NPK,89.8,1,3.0
32.26,70.95,1097.0,18.57,125.1,23.53,11.82,277.8,396.4,318.5,177.4,25.4,93.3,6.21,14.18,23.47,fallow,none,231.5,2,3.38
28.33,43.05,1012.9,18.54,143.1,17.27,4.46,214.0,674.5,100.0,181.2,60.0,85.3,8.31,24.39,25.22,cotton,organic,69.3,1,2.62
27.94,53.54,1030.8,23.29,147.7,28.76,2.03,250.6,508.1,386.2,75.6,37.0,75.9,8.36,10.92,19.28,sorghum,organic,221.4,0,2.79
23.63,71.87,932.0,22.89,148.0,15.51,2.18,281.5,445.9,344.3,70.4,58.4,69.0,8.38,17.55,26.04,wheat,NPK,85.6,0,3.37
21.4,43.03,608.2,18.08,150.1,16.64,10.46,268.0,649.4,371.2,144.6,56.5,83.4,8.01,13.4,34.58,wheat,DAP,222.4,1,2.66
33.46,66.2,1125.8,24.14,154.9,24.02,9.64,245.9,458.0,104.7,95.2,29.2,51.0,6.59,6.22,16.47,wheat,DAP,157.6,0,2.05
33.51,55.56,936.6,24.53,140.0,25.31,11.74,251.5,434.0,380.2,52.8,32.4,114.7,5.72,14.79,20.68,corn,urea,225.6,1,2.84
29.5,67.94,848.4,18.27,149.2,28.59,14.06,152.9,382.9,342.9,183.3,57.3,83.0,7.21,21.27,19.86,cotton,DAP,80.3,0,3.19
25.09,42.06,488.8,18.54,144.8,14.1,10.38,343.8,451.1,351.2,84.0,27.7,58.0,7.18,6.98,19.97,sorghum,organic,202.4,2,2.0
25.24,79.22,757.6,20.06,127.5,25.96,2.34,262.5,426.7,128.0,189.4,35.9,70.5,8.05,6.39,22.57,sorghum,none,186.1,2,3.42
30.89,83.81,768.3,24.41,121.0,24.77,3.65,139.3,570.9,321.6,157.6,70.1,102.5,8.49,8.07,31.36,wheat,urea,158.6,2,3.95
33.46,83.6,1091.7,23.76,131.4,11.28,12.63,329.8,415.8,388.0,164.4,39.6,44.5,7.02,20.29,33.26,fallow,none,212.1,0,3.46
33.31,73.73,837.3,16.03,137.7,17.74,3.14,379.7,530.9,303.6,80.2,49.3,56.4,6.54,19.48,19.04,corn,none,179.7,1,2.65
31.7,45.85,704.3,18.93,144.7,15.66,1.09,384.2,326.4,271.2,85.1,76.5,91.2,6.06,16.3,25.86,corn,organic,225.4,0,2.4
29.63,74.12,1181.4,20.53,154.0,16.09,10.55,210.7,376.5,383.7,128.2,33.6,58.4,5.51,14.36,27.74,wheat,NPK,126.2,2,3.09
21.26,41.11,488.6,20.03,127.8,29.66,6.04,140.7,463.0,232.9,75.8,43.4,101.3,7.03,22.77,25.44,wheat,NPK,168.0,0,2.13
22.42,41.0,738.0,16.94,125.0,22.86,13.8,255.5,674.8,279.8,95.8,56.4,41.7,7.17,20.33,23.68,cotton,NPK,224.1,2,2.78
33.48,54.56,433.6,23.59,158.5,24.35,9.75,133.8,450.9,242.9,98.2,65.3,98.6,7.97,21.24,18.84,fallow,DAP,93.0,1,2.97
29.1,61.99,991.9,21.77,124.3,29.53,1.36,380.2,565.6,379.9,73.9,74.1,36.2,7.01,21.27,24.76,corn,NPK,147.1,2,2.97
20.14,74.67,1134.5,23.38,139.1,17.54,14.22,155.1,402.0,122.8,80.8,74.9,31.1,8.25,17.85,23.02,sorghum,organic,242.1,2,3.68
21.52,70.75,624.0,23.59,143.4,26.04,3.88,175.8,350.8,250.3,168.3,66.6,110.8,7.38,14.16,30.91,wheat,DAP,144.7,0,3.08
29.95,60.07,1086.7,22.48,141.7,18.69,5.06,222.0,323.4,306.1,75.1,33.7,82.3,8.02,22.29,30.27,cotton,NPK,100.6,3,2.67
20.08,52.31,633.8,19.39,123.4,27.39,6.03,214.9,422.2,337.6,54.3,21.5,61.7,5.94,23.52,17.68,sorghum,none,120.2,0,1.69
22.41,84.87,1128.6,21.11,122.3,13.61,0.77,338.4,363.1,274.9,144.4,43.0,50.9,8.07,5.48,16.77,corn,organic,227.0,3,3.06
28.23,59.18,1003.2,16.6,124.2,28.95,7.45,236.9,369.6,372.7,196.4,28.5,85.5,7.53,6.03,33.16,wheat,organic,241.0,2,3.94
30.38,60.31,1043.9,21.74,143.4,14.38,1.85,151.2,604.3,382.6,99.7,62.6,75.8,6.01,24.17,25.71,fallow,urea,240.0,3,3.55
29.78,47.36,414.4,16.79,141.8,16.52,6.01,180.2,306.3,119.3,67.8,59.7,119.2,6.07,10.54,32.16,wheat,organic,189.8,0,1.76
23.36,75.77,1170.2,21.94,129.3,25.12,5.26,252.7,523.1,220.7,135.6,22.6,118.5,8.28,22.47,16.16,fallow,none,151.9,0,3.02
30.68,71.22,981.3,17.3,145.5,17.88,11.59,144.2,451.8,107.0,186.0,70.2,87.2,5.6,12.78,25.53,cotton,organic,86.5,2,2.35
23.56,49.93,643.8,16.18,152.8,22.16,12.05,283.5,502.6,198.8,167.6,34.9,69.9,6.89,7.38,25.79,cotton,urea,74.6,3,2.06
24.88,43.71,1063.5,16.65,121.7,18.89,2.3,269.7,525.1,261.1,143.4,45.9,74.2,6.44,6.61,32.21,corn,organic,62.0,0,2.39
31.2,70.62,625.2,15.02,139.9,24.85,5.5,314.4,425.3,373.2,97.3,60.1,91.4,7.5,8.13,16.95,fallow,organic,53.5,0,2.23
29.74,69.45,1098.2,22.19,147.6,14.57,5.6,381.3,418.0,354.0,131.3,45.8,39.1,8.02,10.0,19.81,wheat,urea,225.6,0,2.85
32.74,52.3,490.1,22.32,130.1,11.17,2.27,373.7,593.4,138.2,63.7,46.5,59.6,6.58,14.77,23.13,cotton,organic,211.8,2,2.11
29.86,82.79,962.9,20.15,132.3,16.0,11.98,383.8,648.5,127.9,151.8,23.9,36.8,6.78,19.03,32.32,wheat,DAP,163.6,2,3.61
28.52,46.8,832.6,16.61,144.5,19.49,10.61,173.4,377.0,276.8,158.8,44.1,36.6,8.45,24.73,33.78,corn,organic,249.7,0,2.75
21.41,59.46,477.2,15.84,155.9,13.36,2.86,139.5,339.0,259.6,194.8,65.9,47.6,7.85,13.83,34.85,fallow,NPK,240.6,0,2.7
25.52,82.46,593.5,15.19,152.4,17.1,5.5,190.7,659.1,179.9,89.1,74.9,73.7,8.19,15.36,34.18,wheat,NPK,181.0,1,3.62
23.98,58.89,409.9,16.66,143.3,18.0,1.59,368.5,440.0,369.8,52.8,44.8,100.6,6.82,15.44,15.12,sorghum,DAP,142.9,0,1.72
23.66,68.73,775.0,23.91,149.2,11.15,9.42,391.6,520.5,378.2,131.8,45.4,73.7,6.2,15.79,15.95,wheat,organic,80.4,2,2.55
34.6,57.89,641.0,17.42,134.6,21.67,1.82,357.8,443.8,220.8,156.0,62.2,60.2,6.74,15.35,17.95,soybean,none,153.1,1,2.47
25.9,52.34,878.7,18.54,145.6,27.69,14.79,133.0,350.3,367.1,168.6,76.6,37.4,7.65,5.18,21.98,soybean,organic,81.5,1,2.1
33.38,84.28,637.8,16.05,138.6,13.03,11.71,384.2,535.7,215.2,79.1,36.0,79.5,5.83,5.03,31.6,corn,NPK,129.7,2,2.97
29.47,58.42,639.9,17.22,127.6,21.96,5.85,227.0,510.1,321.0,89.3,46.4,54.4,6.31,6.95,32.85,corn,urea,238.5,1,2.1
31.92,80.23,994.6,20.19,148.1,23.29,8.68,102.8,381.2,242.8,126.9,67.8,85.3,5.64,7.03,18.74,corn,DAP,118.4,0,2.43
27.54,50.35,438.5,21.08,142.3,18.39,13.67,232.7,480.7,136.8,99.6,56.6,117.9,6.8,19.1,27.39,sorghum,urea,80.6,2,2.2
28.65,49.59,1122.3,17.45,134.3,24.02,8.31,113.8,618.8,378.4,179.1,26.6,40.0,7.98,9.1,33.35,fallow,none,166.5,0,2.12
27.39,41.4,1081.8,15.58,156.5,18.21,2.62,263.2,536.2,236.2,121.1,57.7,49.1,5.57,22.89,24.27,sorghum,organic,170.5,2,2.71
22.93,69.33,934.2,18.91,120.8,20.09,5.68,201.6,338.8,320.3,169.9,31.2,72.6,7.53,23.57,17.07,wheat,none,88.8,0,2.48
30.84,56.58,874.6,17.34,132.6,10.15,12.65,242.0,519.2,210.2,137.1,50.6,117.2,8.3,24.52,24.16,cotton,urea,89.3,2,2.23
24.21,78.9,1113.8,17.2,122.3,23.83,9.66,284.0,581.1,105.7,166.0,51.7,99.5,6.21,23.78,22.52,fallow,organic,247.9,0,3.16
20.36,61.29,548.3,24.6,150.7,23.23,9.76,360.6,617.1,130.2,99.9,72.6,110.8,7.58,10.44,26.55,soybean,none,98.7,0,2.42
29.68,83.57,463.2,21.16,148.1,10.77,13.0,298.6,551.6,248.9,174.7,47.7,60.0,8.43,15.2,23.77,soybean,NPK,217.6,0,3.32
22.66,48.35,591.6,20.57,133.3,17.37,13.41,230.2,361.1,307.0,91.2,36.8,119.3,8.39,8.51,15.35,soybean,NPK,144.1,3,3.09
34.11,79.09,1035.7,19.16,147.0,29.58,13.8,345.8,584.1,200.4,131.9,33.9,39.3,6.2,21.12,34.88,wheat,DAP,137.0,3,4.13
34.31,74.95,427.7,19.29,135.8,18.41,1.42,371.7,570.9,308.6,82.1,72.5,34.8,5.8,22.77,25.87,wheat,NPK,109.0,0,2.88
33.72,74.69,866.2,20.41,150.3,20.04,8.16,135.9,309.8,309.6,121.3,30.3,107.0,5.94,22.03,24.47,corn,NPK,204.8,0,3.22
25.55,78.02,1196.4,21.96,138.2,28.2,11.11,259.6,464.7,311.2,97.7,45.6,113.5,7.61,13.67,34.09,cotton,urea,226.1,0,3.09
20.23,74.25,1084.6,22.02,136.5,24.35,11.35,185.4,433.2,247.8,90.0,31.2,38.2,7.68,20.17,18.12,corn,NPK,102.2,0,3.58
33.92,68.18,817.2,16.72,157.4,21.64,9.1,114.1,567.8,374.5,195.0,66.4,40.2,7.52,6.95,18.78,wheat,NPK,69.0,2,2.61
26.42,45.91,450.9,20.0,130.0,25.96,2.5,300.6,386.5,246.8,74.0,48.5,33.0,6.51,5.8,31.16,sorghum,urea,77.4,1,2.15
34.5,41.46,1065.1,19.12,124.8,27.29,11.96,358.8,536.3,235.1,168.1,41.1,39.4,6.01,20.06,20.22,corn,NPK,208.6,2,2.99
34.45,81.44,879.2,23.71,143.4,19.14,10.8,148.9,665.3,159.8,197.6,41.7,48.8,7.24,13.51,30.98,fallow,NPK,137.2,2,3.94
32.8,67.75,491.9,21.31,158.8,19.5,1.29,343.7,619.1,192.3,53.0,71.1,117.3,6.95,24.91,20.43,wheat,DAP,76.4,1,2.41
24.42,75.84,475.1,20.33,135.1,17.72,6.96,356.0,668.6,112.7,154.9,53.2,90.1,7.69,6.95,15.66,wheat,NPK,118.1,2,3.16
25.78,61.67,1127.7,16.15,122.5,29.33,2.61,374.3,691.4,290.1,87.9,63.1,100.1,6.82,22.11,25.34,sorghum,NPK,152.8,0,2.79
32.77,45.28,935.4,21.06,133.6,23.94,5.06,179.6,304.3,174.6,56.1,73.8,99.9,6.52,14.6,18.93,sorghum,DAP,220.4,0,3.12
24.75,45.63,1063.4,16.17,140.2,11.66,0.27,371.2,549.1,191.2,110.4,74.1,78.2,6.38,21.54,30.16,sorghum,urea,178.3,2,2.72
22.54,70.85,1103.2,18.37,126.5,27.26,6.0,196.2,465.1,331.2,190.3,39.7,101.8,6.13,21.34,27.82,cotton,NPK,85.2,0,2.45
28.35,59.36,857.4,16.43,146.3,19.61,8.25,265.7,643.9,198.2,51.8,77.1,83.6,6.3,23.32,33.47,fallow,none,81.7,0,2.01
34.04,49.02,814.0,21.92,159.9,11.38,9.29,115.2,400.7,172.7,138.2,21.5,58.3,5.78,10.96,30.66,wheat,urea,132.5,3,3.81
30.44,62.12,744.3,17.06,138.1,20.99,9.95,113.2,692.4,150.7,125.2,42.6,80.5,6.54,24.0,18.62,sorghum,urea,65.0,1,2.89
28.55,42.89,653.6,18.92,134.2,18.34,12.54,316.1,545.5,332.5,181.0,73.7,78.0,5.61,8.03,31.0,cotton,NPK,201.1,1,2.62
21.46,66.19,747.7,23.96,136.0,27.55,3.23,233.3,617.4,138.9,62.6,36.5,104.1,6.06,6.64,27.83,soybean,DAP,130.3,2,2.97
29.23,52.1,1019.1,17.04,124.6,14.08,1.81,176.9,334.2,236.1,152.2,36.4,118.4,7.74,13.63,28.38,fallow,urea,118.6,0,3.0
34.85,75.89,881.5,20.08,155.3,26.53,12.77,157.1,373.4,252.1,152.0,38.2,67.0,6.48,21.57,31.65,soybean,DAP,151.8,3,3.35
22.1,53.97,1114.0,19.19,136.6,21.15,2.35,301.0,603.4,306.2,150.4,56.7,98.7,7.5,14.47,26.48,soybean,none,191.8,0,2.53
27.77,60.48,754.7,15.18,135.5,11.09,14.62,100.1,308.8,290.0,191.4,46.3,39.0,7.65,21.59,24.32,wheat,DAP,163.9,1,2.86
33.16,40.52,885.7,22.93,146.4,29.44,12.64,341.8,626.8,343.2,173.5,63.6,99.9,7.24,19.59,27.73,cotton,organic,210.5,2,3.08
31.11,43.26,905.0,15.69,137.7,20.25,7.51,123.8,305.6,113.4,56.3,73.7,63.4,8.38,9.19,20.96,cotton,DAP,175.9,1,2.06
30.46,57.66,873.4,19.74,145.9,15.82,14.72,157.4,562.8,188.9,120.7,60.5,33.5,5.56,23.98,18.65,soybean,urea,207.6,2,2.82
30.54,61.6,962.1,20.61,122.5,19.39,1.46,215.9,446.0,184.0,109.7,32.3,62.7,7.72,6.22,27.33,fallow,DAP,189.4,3,3.36
25.39,67.0,589.9,21.28,152.5,27.16,4.55,245.5,544.6,143.8,96.5,76.0,85.0,8.38,22.97,19.68,corn,DAP,88.6,2,2.45
24.4,53.12,809.9,21.89,157.6,16.1,9.57,206.5,578.4,186.8,117.7,35.9,40.7,8.09,11.09,16.6,soybean,organic,60.5,0,2.8
32.14,71.27,483.4,17.53,146.0,13.85,5.25,196.2,437.0,192.9,107.6,29.0,113.2,6.0,15.0,15.01,wheat,organic,230.7,1,2.78
32.15,78.71,707.6,15.1,158.2,12.58,13.93,389.2,343.2,256.6,114.9,25.4,37.0,6.48,13.45,27.17,soybean,NPK,239.1,3,3.73
33.01,75.09,790.1,22.23,126.1,15.96,0.98,292.5,327.9,299.1,196.9,53.8,113.7,6.02,8.44,22.24,fallow,urea,195.4,1,3.41
33.7,41.78,921.8,20.36,139.1,25.6,8.24,107.0,535.6,214.3,63.3,26.8,93.6,7.3,12.16,30.05,fallow,NPK,194.8,1,2.71
27.67,61.62,1160.4,23.36,144.1,19.43,8.86,229.1,508.3,315.8,188.3,28.3,59.7,7.64,8.86,22.5,soybean,organic,104.0,1,2.85
27.52,44.72,880.5,23.21,143.3,14.55,9.79,362.5,596.9,200.8,122.0,38.0,65.2,6.45,9.08,24.72,cotton,DAP,158.5,0,2.1
31.97,50.89,994.9,23.43,136.1,13.32,3.83,190.4,503.9,187.1,143.6,36.9,96.7,7.12,8.74,23.14,soybean,organic,248.4,0,2.94
29.75,84.4,805.0,19.85,133.5,16.65,5.47,128.4,469.0,262.4,174.5,56.3,84.1,7.57,14.78,28.01,sorghum,none,221.2,3,3.62
30.53,46.41,907.3,18.34,125.1,28.8,12.66,327.5,459.2,107.1,104.1,69.0,90.4,6.76,20.96,22.12,sorghum,DAP,110.9,1,2.58
31.94,62.45,456.7,22.92,135.7,16.86,2.92,281.8,310.6,123.9,114.6,65.7,65.0,8.06,16.38,34.28,corn,NPK,110.2,0,2.99
33.35,67.82,603.5,19.51,126.5,29.76,12.4,271.1,434.2,225.4,111.4,35.7,73.9,7.81,22.86,33.72,wheat,DAP,146.7,2,3.7
25.07,71.61,689.5,16.83,149.4,19.7,8.44,116.1,690.4,382.9,106.2,34.7,119.1,5.69,17.73,31.96,wheat,none,130.9,1,1.86
25.63,65.18,778.0,23.55,128.4,13.58,11.43,142.1,649.4,316.5,188.8,77.9,49.3,7.36,18.79,33.41,cotton,organic,124.2,2,3.0
21.41,40.44,436.5,23.83,122.3,27.82,10.7,286.8,431.8,126.4,174.3,20.5,67.6,6.21,18.35,23.98,wheat,urea,175.4,0,2.56
28.67,54.69,512.0,19.66,142.1,19.21,3.11,162.3,535.1,353.9,66.3,72.8,56.3,7.17,13.99,25.73,corn,urea,52.3,3,2.63
20.54,63.3,621.5,15.76,143.8,24.19,8.53,251.2,638.9,319.7,66.2,32.0,98.9,8.37,18.79,29.84,sorghum,urea,202.7,1,2.77
26.98,43.95,1177.2,18.88,154.9,29.67,13.02,263.5,476.5,283.3,114.2,76.8,98.8,8.14,6.39,28.92,cotton,organic,198.0,2,3.01
28.14,55.78,665.1,23.04,143.1,11.0,6.48,185.1,307.2,346.1,64.8,40.5,56.3,6.71,22.2,32.81,fallow,urea,216.1,0,2.54
24.3,41.49,785.6,24.02,133.8,11.93,14.5,384.5,329.8,221.2,142.9,46.4,37.3,6.37,20.56,29.33,sorghum,none,218.3,0,2.14
28.86,43.54,556.9,17.03,152.1,24.41,6.78,352.7,504.2,166.5,71.6,62.4,31.0,6.2,9.9,34.96,corn,organic,163.3,0,1.95
20.46,57.86,888.6,15.67,141.6,15.64,2.14,316.7,687.8,253.6,128.4,55.3,68.5,7.1,20.36,21.97,cotton,urea,206.0,3,2.79
20.56,45.97,624.5,23.77,123.2,13.69,5.84,123.4,577.3,264.7,51.1,39.1,66.9,5.84,5.25,31.66,soybean,NPK,148.5,0,2.35
32.34,65.54,565.6,18.89,142.6,10.79,14.28,131.8,328.4,261.5,97.5,53.2,119.0,7.15,9.34,28.95,wheat,organic,240.3,2,2.72
25.4,71.03,813.3,20.42,156.3,10.44,4.8,247.8,375.7,269.5,151.6,63.8,72.3,5.5,6.3,28.83,corn,organic,88.1,0,1.87
21.91,76.03,404.4,24.68,135.9,25.49,13.02,148.2,608.5,384.6,122.6,22.5,53.1,6.47,20.6,21.52,cotton,DAP,233.1,0,3.0
27.83,49.01,406.1,15.67,131.9,12.69,13.22,393.5,636.6,370.7,196.7,20.7,110.2,6.16,20.12,30.71,sorghum,urea,101.7,0,2.45
31.55,47.54,575.3,21.48,125.7,19.35,5.25,147.6,547.1,362.7,181.1,47.5,74.2,8.41,21.27,33.01,cotton,NPK,70.5,2,2.73
23.24,44.71,429.4,15.74,126.1,22.12,1.25,246.2,557.8,340.4,103.9,27.9,83.9,7.68,5.09,19.37,soybean,none,137.8,2,1.35
29.34,68.64,486.4,18.75,137.3,18.57,10.87,209.2,311.3,383.0,56.8,59.9,38.6,6.55,15.02,27.51,corn,organic,173.0,3,2.57
21.28,71.79,671.1,23.04,143.8,10.54,4.67,291.8,631.4,129.5,176.8,32.8,64.5,5.78,19.1,22.84,cotton,none,96.2,3,2.8
20.78,41.42,1042.1,19.33,123.2,25.67,11.74,138.7,615.3,179.5,186.7,46.0,115.0,7.05,8.11,34.79,fallow,none,161.2,0,2.47
27.97,82.13,857.6,24.97,157.6,10.21,6.64,229.1,403.6,248.5,173.1,31.9,83.1,6.14,18.0,24.58,corn,none,211.6,2,3.04
28.11,42.34,810.1,20.59,150.2,25.24,7.28,182.4,583.5,354.0,69.2,52.9,61.0,7.11,6.68,19.57,corn,DAP,101.4,1,2.47
29.56,64.36,634.8,18.21,143.5,27.87,11.67,366.3,385.9,251.5,199.7,27.0,86.3,8.01,8.63,22.64,sorghum,none,166.1,2,2.85
30.89,71.91,1145.4,17.2,153.1,18.66,5.74,112.2,316.1,324.4,88.8,21.4,111.9,7.35,14.52,28.08,wheat,urea,117.9,0,3.15
34.64,79.19,717.6,18.51,123.2,20.71,6.65,374.1,380.5,141.7,158.6,23.1,54.7,7.4,18.07,16.52,fallow,urea,156.0,2,3.27
27.74,72.13,469.7,18.73,139.1,19.54,5.64,349.9,371.5,175.7,186.2,77.3,75.5,7.12,7.92,27.07,soybean,NPK,183.4,0,2.68
24.84,76.08,893.7,15.69,145.2,17.78,5.51,189.3,435.1,319.5,85.4,28.5,116.3,8.28,8.7,33.62,cotton,NPK,120.1,0,2.15
31.93,55.28,491.1,18.7,153.1,27.75,7.89,336.8,467.4,149.4,186.2,62.5,45.5,8.3,9.09,32.01,wheat,none,248.9,0,2.54
24.06,76.67,676.2,19.64,151.3,27.88,12.13,109.4,503.4,205.4,96.4,24.1,94.8,7.04,9.77,16.35,sorghum,none,162.8,0,2.03
26.58,43.61,805.9,22.23,131.1,16.72,5.43,390.1,490.7,179.5,196.5,26.5,85.3,6.42,9.53,34.87,wheat,DAP,214.9,1,3.54
21.18,80.27,1099.4,21.57,157.6,22.3,7.86,258.0,408.3,205.0,92.2,50.5,91.2,6.88,12.9,28.97,corn,none,195.0,2,3.37
20.38,64.64,794.8,22.09,125.0,28.54,10.06,191.0,311.7,312.5,193.0,47.9,61.6,6.06,18.08,18.25,corn,none,220.6,2,2.73
34.44,76.78,961.8,15.08,155.0,29.24,4.04,208.8,542.0,210.4,58.0,77.1,58.2,7.41,13.76,15.25,soybean,none,84.8,0,2.44
32.54,60.35,1194.3,17.18,158.8,20.18,4.16,119.9,458.3,266.6,156.4,76.7,91.6,7.0,20.52,18.43,fallow,organic,94.5,0,2.51
30.44,68.96,505.2,21.62,127.1,19.06,14.0,396.8,419.5,130.0,129.8,66.8,49.4,5.81,19.39,31.76,cotton,organic,147.5,0,2.84
26.13,63.69,619.8,19.84,148.9,15.57,10.85,111.8,646.8,341.5,121.7,56.1,67.8,6.09,7.53,15.43,cotton,DAP,220.5,2,2.66
22.6,72.92,715.7,15.05,121.6,29.18,8.66,296.5,598.7,211.0,83.5,47.3,46.9,6.94,5.98,19.66,sorghum,DAP,89.5,0,2.32
22.35,43.67,737.5,23.04,136.2,12.86,9.72,232.8,643.1,294.6,155.8,41.4,30.7,8.16,22.56,30.15,soybean,urea,244.2,1,3.28
23.75,42.72,728.8,22.73,140.7,21.6,0.44,384.7,498.0,317.6,78.6,76.8,117.3,7.2,6.6,26.72,cotton,DAP,75.5,0,2.1
28.24,51.12,1126.1,20.48,143.2,15.65,9.27,173.8,352.4,162.9,132.9,56.2,68.9,7.54,7.97,30.65,fallow,urea,85.0,1,3.17
30.72,47.18,971.2,15.66,157.4,15.58,7.64,259.6,578.5,365.4,88.0,54.7,117.2,6.52,5.44,29.92,corn,none,83.4,0,1.67
29.9,79.23,886.3,22.67,146.9,18.1,8.19,244.7,382.4,284.9,193.3,33.9,42.6,7.21,17.57,16.01,soybean,DAP,167.2,0,3.21
24.2,49.86,647.5,20.84,139.3,29.98,5.39,310.9,476.5,228.6,54.3,22.8,82.9,6.84,16.65,32.85,wheat,DAP,233.5,0,2.63
34.32,83.91,1059.0,22.82,152.4,11.1,1.22,120.4,326.0,154.7,80.0,76.7,48.1,7.48,24.74,19.54,soybean,DAP,101.0,0,3.45
31.07,55.16,1164.0,22.52,158.0,21.57,2.9,158.1,630.1,382.7,86.3,38.8,101.1,5.65,22.74,26.07,soybean,urea,160.6,0,3.61
28.32,48.2,1057.0,23.03,120.9,11.65,14.26,164.4,350.4,326.5,112.1,46.6,100.5,6.98,13.22,27.89,fallow,urea,85.2,1,2.89
29.18,75.54,401.3,20.18,159.3,13.09,6.13,321.4,661.2,162.4,84.9,26.9,40.1,6.39,12.43,18.37,fallow,NPK,176.2,0,2.65
26.29,69.64,909.1,16.4,123.4,18.79,7.0,156.7,645.7,201.3,123.7,70.2,112.1,6.48,10.94,34.52,cotton,urea,74.6,0,2.2
23.72,62.42,440.9,21.71,152.6,20.21,0.79,272.0,485.8,342.9,180.9,21.7,47.5,8.38,8.05,24.76,sorghum,urea,148.3,0,2.7
25.34,64.99,606.1,21.2,131.2,15.18,0.56,164.6,597.7,308.7,156.8,70.0,85.2,6.05,7.76,16.15,sorghum,organic,181.0,2,3.05
31.37,72.36,447.6,22.42,125.3,16.33,10.76,358.5,547.8,329.7,137.0,28.4,118.7,6.43,7.65,33.75,fallow,DAP,165.8,1,2.78
20.22,50.28,883.0,16.7,137.6,11.74,8.07,382.7,621.2,232.4,63.4,73.2,109.4,7.03,7.28,26.73,cotton,urea,78.0,2,1.42
21.74,84.84,949.3,16.95,145.8,16.06,7.63,255.5,472.7,314.9,154.1,63.8,116.1,8.09,9.81,28.98,cotton,DAP,82.3,0,2.07
20.69,83.87,491.6,23.9,135.2,29.33,3.65,205.7,614.3,215.9,75.0,29.9,60.8,6.75,11.13,25.5,cotton,DAP,184.3,0,2.19
20.61,69.26,707.1,22.5,122.2,28.89,11.17,170.2,485.0,163.4,168.0,53.9,39.5,7.73,24.23,31.69,fallow,organic,211.8,0,3.3
32.83,48.98,765.0,24.08,144.0,16.7,2.52,114.9,676.4,289.8,87.5,38.8,47.0,8.07,16.57,15.66,sorghum,DAP,231.6,1,3.38
30.55,70.61,695.2,22.59,156.1,21.42,2.85,180.6,494.5,392.8,112.6,30.7,75.0,6.43,24.75,20.37,cotton,urea,212.7,1,3.06
