temp,humidity,rainfall,solar_radiation,soil_bdod,soil_cec,soil_cfvo,soil_clay,soil_sand,soil_silt,soil_nitrogen,soil_ocd,soil_ocs,soil_phh2o,soil_soc,soil_wv0010,previous_crop,previous_fertilizer,fertilizer_amount,cultivation_break,yield,yield_category
27.66,64.11,745.5,21.7,135.7,13.56,9.89,171.6,723.4,204.0,89.6,45.8,31.7,6.55,15.79,18.99,cotton,urea,53.6,1,2.07,Medium
22.85,71.41,953.3,17.69,117.5,11.54,3.78,195.4,744.2,173.5,144.9,69.1,33.6,7.09,14.42,12.98,cotton,NPK,101.6,0,2.25,Medium
27.83,59.56,549.6,18.58,154.1,19.32,7.68,222.4,740.9,253.8,92.5,52.2,33.3,5.92,12.86,26.58,millet,NPK,68.3,0,1.59,Medium
30.15,51.42,757.7,23.48,154.4,23.04,6.79,117.0,476.4,144.5,111.3,68.5,42.4,6.68,14.66,26.86,wheat,NPK,60.4,2,2.76,High
25.37,56.97,697.3,22.03,150.4,9.42,9.48,245.9,639.1,165.9,133.1,20.5,79.2,7.5,8.21,28.05,fallow,NPK,102.8,1,2.57,High
31.28,50.04,596.1,23.63,145.5,17.84,8.01,88.0,503.5,266.2,104.7,24.8,83.2,6.21,9.5,25.55,millet,organic,85.9,0,2.18,Medium
29.51,60.89,514.3,16.69,145.6,19.88,0.24,110.5,503.5,242.2,83.0,44.2,78.6,6.15,18.93,28.36,groundnut,DAP,157.4,0,2.04,Medium
27.74,64.81,651.2,19.9,138.8,21.86,7.37,260.1,539.8,283.1,109.9,45.7,44.5,7.13,9.16,26.12,groundnut,urea,43.4,1,1.43,Low
29.52,50.58,976.0,23.24,119.5,17.48,0.8,101.0,629.5,185.5,104.0,48.2,89.1,6.75,9.63,13.68,groundnut,urea,35.7,0,1.91,Medium
22.79,50.23,678.5,19.52,147.9,19.22,7.9,185.0,448.5,100.5,166.7,69.6,30.6,6.7,6.05,29.18,groundnut,organic,176.4,3,2.02,Medium
30.59,70.59,1023.8,21.51,142.1,16.9,3.95,126.4,604.2,285.6,146.6,46.3,46.3,7.43,5.37,22.24,cotton,urea,39.2,1,2.93,High
30.22,53.01,847.3,17.36,118.1,11.26,9.03,212.8,697.2,251.3,160.7,63.6,73.1,7.03,12.16,18.39,groundnut,NPK,98.6,2,2.83,High
31.1,52.22,982.8,17.97,139.3,9.16,7.61,258.2,622.4,123.6,173.0,69.0,58.4,6.83,10.27,21.68,rice,DAP,139.7,3,2.75,High
23.29,64.87,1099.6,19.39,122.5,12.35,6.62,249.6,578.4,88.9,169.4,67.3,96.0,5.87,12.95,13.83,wheat,organic,110.7,0,2.69,High
22.82,71.54,884.3,18.51,137.3,21.83,9.94,230.6,505.6,268.1,161.1,18.9,97.1,7.19,18.03,15.74,fallow,none,35.8,0,2.09,Medium
23.38,79.31,704.5,21.15,125.0,10.06,5.8,211.2,461.7,274.3,42.5,24.8,79.8,5.87,18.13,24.69,groundnut,none,171.8,1,2.1,Medium
25.99,58.86,686.0,22.61,140.5,9.22,10.69,273.0,454.5,250.4,53.5,18.3,36.0,7.3,13.4,18.37,groundnut,NPK,116.7,1,2.15,Medium
26.24,53.53,1083.6,18.86,146.0,11.77,10.07,116.4,546.0,206.3,125.8,50.9,91.1,6.57,12.63,12.08,millet,none,45.8,0,2.52,High
27.62,52.06,928.7,22.11,117.0,12.93,0.69,205.3,643.1,163.5,112.0,42.0,68.8,6.96,4.99,16.93,wheat,urea,82.3,0,1.95,Medium
23.22,56.23,801.5,18.24,117.9,14.84,10.74,265.4,551.6,225.6,73.9,27.6,66.1,6.67,15.02,18.63,wheat,none,91.4,1,1.84,Medium
24.01,53.0,628.4,19.22,154.9,22.16,7.45,120.9,630.3,164.1,77.7,16.2,50.5,7.43,4.38,22.58,groundnut,NPK,68.7,0,1.36,Low
30.12,50.1,793.9,16.28,142.3,18.61,11.58,138.7,742.0,203.0,145.8,42.6,75.7,6.01,14.34,20.24,groundnut,NPK,33.1,0,1.91,Medium
26.68,58.55,957.3,17.16,127.4,20.76,8.78,233.4,731.6,116.0,140.0,49.1,60.1,6.11,15.14,22.72,fallow,organic,146.0,0,2.4,Medium
30.08,54.93,1084.8,16.9,124.5,23.14,9.46,232.3,511.7,173.6,61.6,60.9,54.4,6.72,18.82,22.79,cotton,none,48.6,0,2.23,Medium
22.07,50.55,903.7,20.62,131.8,21.05,6.46,209.8,552.6,227.8,84.1,66.5,70.2,5.95,16.38,27.57,groundnut,NPK,100.9,1,1.83,Medium
27.52,60.64,514.8,21.02,152.8,12.45,11.58,94.0,442.5,263.9,178.8,52.1,77.7,6.95,8.1,17.27,groundnut,none,117.6,1,2.3,Medium
31.32,74.78,779.1,16.44,142.6,17.32,8.45,173.6,527.4,168.0,119.0,38.0,28.1,6.17,11.6,12.72,groundnut,NPK,44.2,2,2.32,Medium
27.82,59.11,996.6,20.47,154.7,15.7,5.03,213.0,678.3,146.0,119.8,24.2,28.6,7.42,5.57,27.27,groundnut,urea,83.3,0,2.07,Medium
24.06,71.3,806.3,22.03,137.0,21.98,0.83,241.0,695.5,135.1,169.8,54.2,65.1,6.73,19.66,27.62,fallow,NPK,112.5,0,2.91,High
29.18,71.86,706.5,20.03,131.9,12.25,11.73,249.0,419.2,284.2,156.8,30.7,33.2,6.01,8.04,15.25,cotton,none,123.7,0,2.03,Medium
25.79,50.77,1016.7,19.69,123.2,18.35,10.58,218.8,590.4,123.0,134.5,28.0,41.9,6.97,16.31,12.62,cotton,organic,40.2,3,2.9,High
28.68,78.85,846.6,21.07,136.5,8.67,7.64,195.0,645.1,109.4,68.8,35.5,88.7,7.35,14.35,18.88,wheat,NPK,33.4,0,2.72,High
22.29,54.17,802.6,19.06,140.8,13.51,6.62,148.4,620.5,213.9,171.3,60.3,35.0,6.46,16.07,24.6,millet,urea,36.4,1,2.07,Medium
28.36,71.52,791.8,20.86,135.6,15.99,7.31,226.9,642.5,163.9,134.6,46.7,33.7,6.2,19.72,20.23,wheat,organic,117.0,2,3.5,Very High
22.32,61.38,908.9,23.4,120.4,11.51,10.5,150.5,742.2,230.2,45.3,50.8,43.5,5.91,18.5,13.92,fallow,organic,93.4,0,2.54,High
29.45,76.05,773.2,22.84,121.7,19.43,11.09,183.0,439.5,247.0,98.7,32.1,65.2,5.97,12.15,27.76,fallow,NPK,124.9,2,2.71,High
26.73,79.85,840.3,21.9,146.5,14.26,3.49,84.9,651.9,297.0,85.0,18.9,61.0,6.06,18.68,12.11,groundnut,urea,77.1,0,2.1,Medium
23.22,55.8,673.1,22.99,123.6,11.2,3.65,109.8,693.4,188.8,141.5,36.4,50.1,7.15,10.53,20.05,cotton,DAP,77.1,2,2.9,High
27.43,74.58,603.1,18.4,119.2,22.77,0.59,141.9,681.8,167.0,143.4,49.6,37.1,5.82,18.18,28.33,cotton,NPK,142.1,0,2.36,Medium
22.67,65.17,992.0,22.0,121.5,11.41,11.88,172.9,608.8,248.1,116.2,51.1,76.1,6.03,14.99,19.84,wheat,organic,36.3,3,2.66,High
28.53,78.96,691.5,18.33,150.9,17.79,11.58,193.9,660.2,253.1,173.9,52.1,84.9,6.75,15.62,16.77,wheat,none,105.1,0,2.51,High
31.96,69.74,575.4,20.13,139.9,16.25,9.43,120.3,453.6,288.1,109.4,33.2,49.2,7.06,17.18,20.93,wheat,urea,95.1,3,2.46,Medium
29.69,67.8,610.6,19.9,145.9,15.55,5.32,185.9,619.1,149.4,87.6,62.5,78.9,6.65,6.12,26.1,groundnut,urea,58.1,1,1.85,Medium
27.74,56.89,747.6,16.38,124.2,12.02,6.84,207.4,538.6,187.1,142.9,59.7,44.9,6.28,18.73,19.75,cotton,NPK,78.6,3,2.33,Medium
23.03,71.56,671.3,20.56,140.2,21.94,9.29,169.4,650.6,216.9,81.8,33.0,56.9,6.75,7.41,28.03,millet,NPK,168.7,0,2.94,High
29.0,58.65,917.0,20.04,122.8,18.93,2.66,188.5,690.4,295.9,76.8,22.0,88.9,5.9,7.77,28.25,rice,NPK,49.0,0,2.05,Medium
28.61,75.37,709.9,20.15,135.8,21.67,2.62,146.2,573.5,247.1,105.7,37.7,40.3,6.38,5.34,18.21,wheat,organic,91.1,1,2.16,Medium
22.49,79.32,851.5,16.25,117.9,20.34,6.74,130.2,411.9,297.6,133.2,54.5,58.1,6.77,11.05,29.99,millet,urea,143.3,3,2.3,Medium
29.92,50.23,600.3,18.99,135.7,20.99,8.13,235.2,528.6,262.3,46.7,44.6,40.4,7.24,11.24,25.5,millet,none,37.7,3,1.76,Medium
27.19,78.64,582.0,19.39,124.2,11.27,6.13,139.1,584.7,127.1,118.7,43.6,83.8,5.93,14.59,28.99,wheat,urea,62.9,1,2.07,Medium
26.26,60.75,1043.8,21.89,123.8,18.35,3.62,83.6,425.6,256.5,48.0,56.6,44.4,6.44,17.79,29.89,cotton,NPK,130.0,0,2.46,Medium
29.88,64.65,1018.8,21.88,134.9,21.4,4.67,230.1,433.2,206.4,176.7,25.1,55.1,6.09,6.97,14.6,wheat,NPK,170.2,3,3.01,High
26.12,77.72,1038.6,19.05,137.9,16.45,7.05,139.7,479.3,153.3,65.0,45.9,71.8,7.1,7.32,16.12,millet,organic,141.7,2,2.81,High
26.81,73.28,796.1,19.23,143.1,18.52,0.71,134.6,700.7,121.8,166.3,62.7,85.1,6.81,9.17,23.35,rice,DAP,102.7,0,2.18,Medium
23.82,57.3,542.3,21.69,127.2,12.63,11.72,156.1,621.5,112.1,83.0,43.6,70.1,5.86,12.75,27.17,millet,DAP,51.6,0,1.83,Medium
25.21,52.91,686.1,19.36,126.5,15.76,11.66,172.5,656.8,108.1,59.3,28.2,25.8,7.43,19.65,28.43,cotton,urea,99.0,1,2.3,Medium
30.46,75.24,1028.8,20.85,118.4,22.26,10.12,240.9,670.6,173.1,122.9,58.4,94.6,6.38,15.77,23.91,wheat,none,158.5,1,3.03,High
23.87,72.41,753.5,18.14,127.7,11.56,4.39,111.9,629.2,281.5,156.7,54.6,46.1,6.9,17.55,19.82,wheat,organic,144.4,1,2.77,High
26.17,75.75,696.1,16.43,128.8,20.09,8.01,186.6,610.7,219.3,70.6,50.2,84.4,6.99,12.45,25.5,millet,organic,130.0,0,1.81,Medium
31.89,61.52,677.3,21.55,134.7,18.8,7.72,81.9,588.8,189.5,158.6,23.2,46.8,5.86,14.08,29.54,groundnut,DAP,126.2,1,2.34,Medium
24.37,64.76,829.7,21.35,131.6,9.28,4.91,92.4,665.1,184.6,137.8,59.4,32.2,7.11,11.42,14.38,groundnut,organic,46.0,1,2.61,High
31.17,63.95,771.4,16.67,142.9,19.3,10.57,210.7,609.1,115.6,161.9,18.8,42.9,7.28,7.66,17.46,rice,urea,117.7,1,2.8,High
31.18,59.44,724.9,16.2,133.1,15.75,6.63,265.6,573.7,249.1,124.0,55.8,81.9,7.39,14.76,27.1,cotton,urea,76.9,3,2.45,Medium
22.91,60.07,753.8,16.02,148.6,11.09,0.45,92.1,664.6,144.0,70.0,45.6,41.0,6.46,18.24,21.34,millet,NPK,127.2,1,2.28,Medium
26.64,71.56,660.0,17.04,136.2,15.26,3.58,134.1,489.6,239.0,138.8,49.0,78.4,6.35,8.9,24.6,rice,DAP,112.7,0,2.24,Medium
27.02,72.59,615.1,17.7,138.5,10.15,8.92,97.9,409.8,105.4,78.4,60.8,28.5,5.98,11.79,14.37,rice,none,165.3,0,1.35,Low
25.14,75.92,621.1,22.86,142.9,24.11,10.25,88.9,712.9,249.1,52.9,48.1,33.5,6.88,18.68,14.01,groundnut,none,164.6,0,2.21,Medium
22.47,75.35,523.0,19.47,142.0,24.57,7.35,198.3,739.4,249.1,109.5,54.7,32.2,7.11,11.96,23.95,groundnut,DAP,167.0,0,1.94,Medium
24.42,72.62,1067.4,21.22,152.4,15.24,7.9,256.2,639.6,84.6,63.6,61.0,83.2,6.65,9.27,27.89,millet,DAP,77.8,2,2.71,High
22.96,59.98,1073.9,23.76,144.6,11.57,9.41,104.2,676.4,267.8,134.9,26.4,27.1,6.49,16.91,24.76,millet,none,140.1,0,2.5,High
24.38,71.3,561.7,19.54,153.2,21.54,5.08,197.3,414.5,106.3,73.8,67.9,99.0,6.93,12.3,20.56,wheat,none,58.3,1,1.51,Medium
30.08,79.18,544.3,22.39,128.7,13.37,1.66,115.1,452.8,274.0,118.8,44.3,46.4,6.48,16.85,16.85,rice,urea,152.2,1,2.6,High
30.95,77.49,749.8,19.09,153.9,14.06,3.53,161.6,705.7,148.8,68.9,40.7,43.7,6.24,17.27,12.53,cotton,organic,123.5,2,2.77,High
22.43,79.14,958.4,21.93,139.0,14.81,5.89,138.4,548.4,295.0,168.5,50.3,80.4,7.41,17.71,18.84,fallow,none,104.4,1,2.64,High
25.02,51.09,995.6,18.11,127.4,20.17,8.52,113.0,411.1,173.4,166.7,68.6,64.1,6.47,6.49,14.22,fallow,NPK,105.8,0,2.31,Medium
31.81,68.35,512.8,23.1,120.5,18.41,4.44,146.7,465.3,297.0,142.2,21.4,96.0,7.28,11.73,20.61,groundnut,organic,150.6,1,2.78,High
27.4,56.46,670.0,16.42,135.7,24.85,2.84,223.1,599.0,103.5,79.4,53.7,69.1,6.34,8.11,22.54,cotton,urea,70.1,0,1.94,Medium
28.26,57.4,821.2,19.62,153.5,22.28,5.05,115.3,581.4,113.6,79.8,48.2,56.5,7.18,8.88,29.62,fallow,DAP,152.1,1,2.75,High
22.06,75.32,581.1,23.91,148.7,24.57,9.67,162.9,480.7,187.8,77.7,44.9,33.6,6.87,16.89,15.5,groundnut,organic,79.9,3,2.83,High
26.85,72.51,1082.0,17.15,144.9,21.14,7.52,198.7,740.5,95.7,85.3,47.5,78.6,7.28,6.54,22.95,millet,DAP,107.2,0,2.87,High
31.88,59.86,650.8,16.81,117.2,15.18,5.72,272.4,662.7,286.6,45.9,22.0,98.8,6.27,9.33,17.39,groundnut,urea,91.4,3,1.19,Low
25.75,65.6,818.8,18.66,145.9,23.66,3.26,125.9,648.5,223.3,121.3,35.4,77.3,6.84,13.33,13.82,rice,organic,47.7,2,2.36,Medium
22.97,55.65,565.8,17.09,142.5,14.84,3.15,197.3,611.3,237.9,120.6,17.6,57.1,6.0,12.6,28.4,cotton,none,59.3,1,1.44,Low
26.62,50.11,703.3,21.42,148.5,9.71,2.91,86.3,670.1,186.1,53.8,30.2,47.3,6.92,8.22,28.19,groundnut,NPK,175.8,0,2.34,Medium
31.63,77.0,573.9,20.92,119.2,11.76,7.12,130.1,442.3,266.9,117.9,37.5,27.6,7.09,10.14,22.52,rice,none,76.8,3,2.37,Medium
25.42,71.29,1047.1,20.21,130.8,24.64,1.48,182.9,717.8,179.5,68.1,40.7,49.5,7.42,18.56,15.36,wheat,DAP,81.3,1,3.0,High
29.99,65.86,1069.9,23.76,128.5,11.08,9.69,180.8,681.4,195.5,120.6,29.8,54.0,6.21,9.15,29.23,millet,none,55.1,0,2.52,High
29.99,51.62,824.8,18.53,145.9,14.72,5.76,279.8,729.8,197.8,115.8,65.0,96.2,6.0,8.62,12.41,rice,none,171.4,1,1.81,Medium
24.08,62.63,709.9,19.55,145.4,22.11,11.53,118.9,435.2,156.1,76.3,16.5,59.0,5.98,8.43,29.63,rice,organic,107.4,0,1.43,Low
26.43,61.4,694.1,19.71,135.0,16.56,2.92,206.4,401.5,277.9,76.5,37.7,38.7,6.24,7.35,13.33,millet,NPK,122.8,1,2.17,Medium
29.16,55.15,1054.2,21.64,129.5,19.12,8.12,92.7,675.4,156.6,127.2,16.6,85.5,7.46,12.16,18.79,groundnut,organic,72.4,0,2.27,Medium
26.11,54.69,871.6,17.82,119.1,22.84,4.53,256.1,745.0,232.0,96.2,46.0,31.9,6.88,15.84,19.91,groundnut,NPK,39.2,1,1.94,Medium
23.91,55.2,745.8,22.04,121.1,9.83,11.77,97.7,658.1,228.2,164.9,18.8,84.4,6.36,14.47,15.87,groundnut,none,155.7,0,2.05,Medium
31.67,67.91,962.9,17.48,115.4,16.11,7.56,174.9,725.6,109.6,175.7,64.6,97.9,6.01,19.73,17.45,millet,DAP,162.2,0,2.7,High
28.51,53.74,821.2,23.82,146.0,13.5,8.25,227.9,552.6,251.2,177.4,69.6,91.2,7.18,6.52,28.41,millet,DAP,103.9,0,2.57,High
30.65,57.16,630.8,23.62,151.8,18.78,1.7,188.0,476.1,276.8,60.1,68.2,90.3,6.71,13.29,12.85,rice,none,166.4,2,2.81,High
22.25,78.39,643.1,19.2,116.3,16.42,4.36,139.4,716.4,155.1,159.5,17.9,91.5,7.18,10.3,22.24,groundnut,NPK,167.6,0,2.08,Medium
24.67,56.58,665.1,23.04,146.8,13.81,8.57,249.4,401.3,264.9,57.8,30.6,65.2,6.42,18.11,22.87,rice,DAP,168.4,3,2.0,Medium
27.02,72.92,509.6,19.15,126.0,11.44,3.98,236.7,603.3,215.8,46.1,56.2,28.8,6.34,11.24,19.44,millet,DAP,44.5,3,2.31,Medium
22.67,67.94,653.5,20.33,135.6,10.46,9.31,259.4,640.9,242.8,43.8,45.3,64.0,6.22,19.86,29.74,rice,NPK,95.1,2,2.38,Medium
31.93,62.39,866.8,21.98,142.7,20.64,8.79,197.5,416.9,95.2,162.4,50.5,37.2,7.38,11.19,14.8,rice,NPK,67.7,0,2.79,High
24.36,67.86,952.0,22.07,128.4,22.06,1.15,169.2,719.4,108.0,50.3,66.0,61.8,6.21,5.09,26.22,groundnut,urea,43.6,0,1.92,Medium
25.74,54.01,568.1,23.09,154.3,21.33,1.47,242.0,720.5,255.5,120.5,39.9,86.5,7.3,9.16,18.18,rice,none,119.5,0,2.03,Medium
24.14,64.53,1083.3,19.69,154.4,19.44,1.5,216.7,735.0,162.9,121.4,23.4,33.7,7.05,12.38,27.74,millet,urea,122.6,1,2.7,High
23.05,79.16,793.2,20.75,141.9,18.64,0.39,130.9,685.3,84.8,137.9,40.9,74.3,6.27,19.41,29.18,groundnut,organic,97.2,2,2.68,High
24.32,62.83,537.3,20.56,154.3,14.95,3.93,148.5,562.3,140.5,99.6,58.8,68.7,6.33,17.25,19.02,millet,none,142.4,1,2.23,Medium
25.01,57.29,1064.0,20.04,119.7,18.86,8.15,197.4,590.2,214.5,78.7,16.3,74.1,6.68,6.63,18.84,groundnut,none,50.1,0,1.5,Medium
28.34,77.83,663.0,21.56,115.5,10.0,5.99,88.4,668.4,266.8,105.7,66.2,96.1,6.98,8.09,14.84,rice,NPK,32.6,0,2.53,High
24.81,68.32,685.8,18.08,149.1,17.69,1.61,105.1,579.2,152.6,118.1,46.2,86.4,7.04,18.29,15.19,wheat,none,50.9,0,1.54,Medium
25.62,71.84,775.6,16.52,142.7,17.87,6.64,167.4,612.3,160.7,81.8,49.5,91.1,6.1,17.3,15.07,groundnut,NPK,173.7,0,1.62,Medium
22.06,66.3,694.6,20.15,127.5,16.42,10.84,130.6,696.7,119.4,70.0,38.3,84.9,6.08,14.34,22.31,rice,organic,81.3,2,2.12,Medium
25.66,50.34,606.6,19.43,136.0,21.66,0.47,242.5,439.6,192.0,178.1,23.0,39.2,7.47,5.44,28.07,wheat,NPK,107.2,1,2.28,Medium
27.34,72.67,576.3,20.22,130.9,14.28,5.06,171.9,718.6,205.1,127.2,60.1,28.1,7.34,10.77,13.67,groundnut,organic,161.0,2,2.44,Medium
23.62,79.36,805.8,20.9,133.1,13.47,2.06,239.5,486.8,200.9,80.6,52.2,53.5,7.2,6.38,28.62,groundnut,organic,128.8,1,2.23,Medium
27.97,71.49,542.3,18.92,137.8,9.81,0.43,137.9,408.2,284.0,130.5,18.7,76.1,6.89,15.93,21.25,wheat,none,42.7,1,1.71,Medium
24.93,74.26,925.9,18.46,135.7,13.4,0.53,93.6,408.5,97.0,121.6,32.4,26.2,6.92,5.39,21.17,cotton,DAP,96.2,2,2.59,High
28.32,75.55,705.1,21.41,139.6,14.2,6.38,271.9,711.9,102.0,61.8,15.0,40.0,6.43,12.09,25.51,rice,organic,139.6,0,2.88,High
22.26,79.98,1095.6,19.2,128.3,9.5,6.28,146.9,652.4,99.1,85.6,61.8,81.2,6.22,13.62,12.86,fallow,NPK,99.6,1,2.57,High
30.88,58.66,537.7,22.67,137.5,20.54,3.4,205.6,706.0,230.8,40.8,51.7,39.9,6.9,14.46,21.48,groundnut,DAP,45.0,0,2.07,Medium
22.16,63.48,529.1,22.1,149.5,8.58,8.02,164.1,584.6,172.5,147.7,56.2,74.5,5.98,13.55,26.11,cotton,urea,48.8,0,2.4,Medium
23.27,66.28,651.1,23.21,129.5,23.41,3.31,227.9,598.5,163.4,101.9,38.8,47.0,6.05,12.53,17.54,groundnut,urea,33.0,0,1.5,Medium
29.77,54.57,711.0,16.77,126.2,9.75,3.91,207.6,449.9,294.3,50.6,54.5,44.4,6.63,7.73,16.35,rice,none,86.6,3,1.3,Low
22.46,64.43,987.9,17.29,134.6,11.99,0.02,201.1,733.2,221.7,94.9,68.2,70.2,6.19,6.59,13.75,wheat,DAP,79.0,0,2.06,Medium
29.11,58.31,997.8,20.86,127.8,10.91,1.44,117.0,533.1,239.9,49.5,68.9,34.8,6.14,11.75,24.62,groundnut,NPK,95.1,0,2.31,Medium
31.71,75.11,934.2,21.67,151.1,18.85,4.91,219.0,589.2,261.2,101.6,50.8,48.7,6.89,18.56,22.29,cotton,none,149.1,2,2.77,High
30.72,60.41,995.4,17.69,139.3,24.83,5.59,204.8,514.5,93.9,159.5,32.8,86.2,6.39,19.53,28.17,cotton,urea,31.7,3,2.61,High
29.1,52.45,937.0,16.19,144.7,22.18,2.29,162.6,482.2,266.3,112.2,20.5,59.5,5.91,17.3,28.54,groundnut,organic,96.7,2,1.89,Medium
31.59,50.3,1023.8,22.89,116.2,9.16,9.4,145.9,582.7,129.5,52.5,64.3,63.1,6.33,4.34,22.57,wheat,urea,167.7,3,3.37,High
26.3,75.82,778.7,22.23,118.9,9.89,6.52,247.4,580.0,211.3,108.9,21.0,59.1,6.42,10.32,25.38,wheat,NPK,108.3,2,2.51,High
30.73,75.77,665.9,23.37,131.1,17.12,8.36,114.6,743.1,197.5,61.3,22.5,45.0,6.88,19.53,12.51,fallow,none,53.7,2,2.61,High
25.56,78.02,877.7,18.32,131.7,21.26,3.84,216.6,591.2,245.5,91.0,33.5,25.8,7.08,13.22,12.15,rice,DAP,92.6,1,2.45,Medium
31.3,52.18,718.7,20.08,117.6,20.11,6.87,146.2,678.1,269.5,145.7,65.4,38.2,6.81,10.42,26.86,groundnut,urea,95.2,0,1.89,Medium
23.49,61.84,540.6,21.81,146.8,16.67,2.4,153.5,679.2,289.2,157.9,30.8,79.6,6.86,16.57,19.41,groundnut,NPK,76.7,0,2.15,Medium
31.4,62.85,1013.5,21.01,137.6,8.44,4.52,166.3,626.7,237.7,48.3,29.0,60.6,6.72,17.66,18.11,fallow,DAP,47.6,0,2.6,High
30.33,75.83,1000.5,16.1,135.0,24.76,6.94,260.3,495.9,82.8,97.8,22.4,89.3,6.2,6.69,16.05,fallow,none,72.2,1,1.32,Low
30.46,57.84,797.8,20.08,142.0,20.93,3.35,83.4,702.7,258.5,53.4,21.3,72.2,6.01,15.54,27.46,wheat,urea,66.1,1,3.07,High
23.24,59.07,779.6,23.85,142.7,18.4,2.71,90.6,601.8,85.5,109.7,26.0,85.4,7.46,10.96,17.17,rice,NPK,44.6,0,2.73,High
27.96,71.98,571.3,17.86,128.2,20.1,6.14,210.6,718.1,274.4,132.7,16.2,72.9,6.88,16.91,19.14,groundnut,organic,78.6,2,2.28,Medium
22.16,55.4,575.5,19.65,134.0,18.14,7.51,88.6,417.9,143.4,128.7,32.2,29.5,7.08,8.02,22.09,wheat,NPK,80.7,1,2.21,Medium
29.21,69.06,978.7,22.46,138.2,19.94,9.21,219.1,422.8,257.2,70.6,39.4,72.5,6.2,14.58,12.06,wheat,urea,36.1,1,2.13,Medium
22.08,72.27,1012.4,18.13,115.2,13.61,9.29,203.7,671.6,129.8,144.7,19.4,26.4,6.18,9.5,26.95,groundnut,organic,160.3,0,2.28,Medium
22.85,55.41,503.4,19.25,120.7,21.77,2.22,229.6,442.7,234.8,124.3,67.6,71.1,7.4,16.17,26.54,millet,organic,171.1,1,2.22,Medium
24.25,56.66,970.3,21.52,130.6,9.16,0.75,81.1,535.7,192.9,64.3,52.2,60.6,6.12,19.75,15.26,groundnut,NPK,77.3,0,2.07,Medium
30.75,70.99,821.6,19.6,116.8,16.21,7.38,148.8,478.5,215.9,121.4,57.5,25.8,6.15,13.88,17.28,fallow,NPK,66.3,0,2.77,High
25.64,73.84,762.4,23.63,117.2,24.29,11.4,148.6,571.9,234.7,179.9,24.1,74.6,5.81,19.77,19.86,rice,NPK,177.4,0,2.89,High
27.4,78.6,785.3,22.8,135.6,17.7,11.1,82.4,462.4,189.0,126.2,30.9,70.3,7.27,14.05,21.67,millet,urea,137.8,2,3.42,High
27.68,59.26,927.8,18.32,139.5,11.77,9.23,116.8,708.9,119.1,98.8,47.0,67.8,6.86,10.82,16.08,cotton,DAP,59.7,3,3.13,High
24.25,66.46,501.4,16.0,124.7,17.24,2.67,175.3,729.5,276.7,67.9,42.4,65.9,6.45,14.67,19.8,groundnut,DAP,122.4,1,1.28,Low
27.72,54.4,537.6,20.29,150.8,12.23,2.75,115.6,602.8,217.6,88.2,56.9,92.9,6.16,19.57,13.09,fallow,NPK,50.4,1,1.99,Medium
28.61,63.11,1004.8,22.83,147.4,13.64,6.7,117.3,468.3,297.7,142.4,64.3,83.3,7.27,8.21,13.53,wheat,none,120.6,0,2.92,High
24.98,57.83,1098.6,23.27,149.4,8.0,3.02,201.9,645.6,134.5,59.0,30.0,78.8,6.86,6.52,18.93,groundnut,organic,135.8,1,1.82,Medium
26.19,60.46,645.0,16.98,133.3,23.06,7.81,137.3,662.6,124.0,144.9,28.9,96.7,6.44,16.21,16.26,millet,urea,58.1,1,1.88,Medium
26.53,74.1,740.1,23.13,147.6,10.25,9.94,153.1,523.4,93.9,147.8,38.7,40.1,7.29,12.18,17.68,cotton,NPK,134.1,1,3.27,High
31.32,74.1,921.2,19.98,141.7,21.47,3.49,153.2,526.6,150.9,120.6,55.5,81.3,5.86,14.12,24.46,rice,none,61.7,0,2.19,Medium
27.87,71.14,898.9,23.83,118.7,20.73,10.81,127.6,550.8,167.9,51.5,33.5,25.6,5.82,12.98,16.65,cotton,DAP,167.0,2,3.21,High
31.48,53.71,970.2,22.41,115.5,8.33,5.15,146.0,418.0,225.3,132.4,67.4,87.2,6.87,12.81,13.85,fallow,NPK,178.3,3,2.81,High
27.56,58.52,1048.5,17.33,152.6,8.31,5.25,124.6,538.8,112.7,129.3,20.7,52.5,5.84,14.05,16.59,cotton,none,88.1,0,1.71,Medium
27.01,78.18,658.4,20.22,136.6,13.83,7.97,164.5,494.0,227.4,113.9,29.2,46.3,5.85,9.04,15.17,wheat,urea,148.3,2,2.21,Medium
22.04,63.58,816.2,23.05,144.4,13.67,9.69,122.3,493.9,173.3,153.5,28.2,64.9,6.17,4.7,28.75,rice,urea,104.7,3,2.65,High
26.81,68.66,584.3,22.51,121.5,16.87,8.59,104.9,449.5,179.0,61.8,51.4,44.4,6.03,13.26,14.2,cotton,none,127.2,1,2.38,Medium
31.27,50.55,1082.2,23.74,142.9,10.0,6.43,234.6,556.5,146.4,141.0,42.6,88.2,7.28,9.79,17.47,fallow,none,133.8,1,2.81,High
23.98,65.54,954.4,22.67,141.0,17.13,10.02,257.6,547.9,237.1,140.1,64.1,43.5,6.67,10.81,28.2,groundnut,DAP,175.5,0,2.44,Medium
22.52,70.67,612.4,23.93,151.1,21.24,11.35,260.0,460.1,239.7,136.0,35.6,40.2,6.52,4.02,24.71,fallow,urea,78.1,1,2.08,Medium
